Time Interval, Browse Path, Value Source, Data Type
"0","Evaporators/EV-07/Pressure/Value","ramp(42.0, 58.0, 65, true)","Float"
"0","Evaporators/EV-07/Status/Value","1","Int32"
"0","Evaporators/EV-07/Temp/Value","realistic(22.0, 1.0, 0.06, 0.25, true)","Float"
"0","Evaporators/EV-08/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-08/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-08/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-08/Pressure/Value","ramp(26.0, 36.0, 88, true)","Float"
"0","Evaporators/EV-08/Status/Value","5","Int32"
"0","Evaporators/EV-08/Temp/Value","realistic(27.0, 0.6, 0.04, 0.18, true)","Float"
"0","Evaporators/EV-09/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-09/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-09/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-09/Pressure/Value","ramp(28.0, 38.0, 78, true)","Float"
"0","Evaporators/EV-09/Status/Value","7","Int32"
"0","Evaporators/EV-09/Temp/Value","realistic(33.0, 0.8, 0.05, 0.2, true)","Float"
"0","Evaporators/EV-10/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-10/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-10/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-10/Pressure/Value","ramp(20.0, 30.0, 90, true)","Float"
"0","Evaporators/EV-10/Status/Value","0","Int32"
"0","Evaporators/EV-10/Temp/Value","realistic(30.0, 0.5, 0.03, 0.15, true)","Float"
"0","Evaporators/EV-11/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-11/Fan 1/Fault/Value","true","Boolean"
"0","Evaporators/EV-11/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-11/Pressure/Value","ramp(16.0, 26.0, 100, true)","Float"
"0","Evaporators/EV-11/Status/Value","3","Int32"
"0","Evaporators/EV-11/Temp/Value","realistic(32.0, 0.7, 0.04, 0.18, true)","Float"
"0","Evaporators/EV-12/Fan 1/CMD/Value","true","Boolean"
"0","Evaporators/EV-12/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-12/Fan 1/SPD_FBK/Value","ramp(50.0, 65.0, 45, true)","Float"
"0","Evaporators/EV-12/Pressure/Value","ramp(44.0, 60.0, 72, true)","Float"
"0","Evaporators/EV-12/Status/Value","1","Int32"
"0","Evaporators/EV-12/Temp/Value","realistic(18.0, 1.0, 0.05, 0.24, true)","Float"
"0","Evaporators/EV-13/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-13/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-13/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-13/Pressure/Value","ramp(24.0, 34.0, 85, true)","Float"
"0","Evaporators/EV-13/Status/Value","5","Int32"
"0","Evaporators/EV-13/Temp/Value","realistic(26.0, 0.6, 0.04, 0.18, true)","Float"
"0","Evaporators/EV-14/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-14/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-14/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-14/Pressure/Value","ramp(30.0, 40.0, 80, true)","Float"
"0","Evaporators/EV-14/Status/Value","8","Int32"
"0","Evaporators/EV-14/Temp/Value","realistic(34.0, 0.8, 0.05, 0.2, true)","Float"
"0","Evaporators/EV-15/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-15/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-15/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-15/Pressure/Value","ramp(22.0, 32.0, 90, true)","Float"
"0","Evaporators/EV-15/Status/Value","0","Int32"
"0","Evaporators/EV-15/Temp/Value","realistic(28.0, 0.5, 0.03, 0.15, true)","Float"
"0","Evaporators/EV-16/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-16/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-16/Fan 1/SPD_FBK/Value","0.0","Float"
"0","Evaporators/EV-16/Pressure/Value","ramp(18.0, 28.0, 95, true)","Float"
"0","Evaporators/EV-16/Status/Value","9","Int32"
"0","Evaporators/EV-16/Temp/Value","realistic(31.0, 0.7, 0.04, 0.18, true)","Float"
"0","Evaporators/EV-17/Fan 1/CMD/Value","false","Boolean"
"0","Evaporators/EV-17/Fan 1/Fault/Value","false","Boolean"
"0","Evaporators/EV-17/Fan 1/SPD_FBK/Value","ramp(0.0, 60.0, 40, true)","Float"
"0","Evaporators/EV-17/Pressure/Value","ramp(20.0, 80.0, 60, true)","Float"
"0","Evaporators/EV-17/Status/Value","list(0, 1, 2, 3, 5, true)","Int32"
"0","Evaporators/EV-17/Temp/Value","realistic(20.0, 1.2, 0.06, 0.25, true)","Float"
"0","ExhaustFans/EFAN-01/Status/Value","1","Int32"
"0","ExhaustFans/EFAN-01/Temp/Value","1200.0","Float"
"0","ExhaustFans/EFAN-02/Status/Value","4","Int32"
"0","ExhaustFans/EFAN-02/Temp/Value","realistic(800.0, 20.0, 0.05, 0.2, true)","Float"
"0","ExhaustFans/EFAN-03/Status/Value","2","Int32"
"0","ExhaustFans/EFAN-03/Temp/Value","realistic(750.0, 25.0, 0.06, 0.22, true)","Float"
"0","ExhaustFans/EFAN-04/Status/Value","0","Int32"
"0","ExhaustFans/EFAN-04/Temp/Value","realistic(100.0, 10.0, 0.04, 0.18, true)","Float"
"0","Pumps/PMP-01/Status/Value","1","Int32"
"0","Pumps/PMP-01/Temp/Value","60.0","Float"
"0","Pumps/PMP-02/Status/Value","4","Int32"
"0","Pumps/PMP-02/Temp/Value","realistic(40.0, 1.0, 0.05, 0.2, true)","Float"
"0","Pumps/PMP-03/Status/Value","2","Int32"
"0","Pumps/PMP-03/Temp/Value","realistic(35.0, 1.2, 0.06, 0.22, true)","Float"
"0","Pumps/PMP-04/Status/Value","0","Int32"
"0","Pumps/PMP-04/Temp/Value","realistic(20.0, 0.8, 0.04, 0.18, true)","Float"
